
2024奥运会,#genre#
乐游,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
电影,#genre#
重温经典,http://148.135.93.213:81/live.php?id=重温经典
CHC影迷电影,http://148.135.93.213:81/live.php?id=CHC影迷电影
CHC动作电影,http://148.135.93.213:81/live.php?id=CHC动作电影
CHC家庭影院,http://148.135.93.213:81/live.php?id=CHC家庭影院
CCTV6,https://live3.lalifeier.eu.org/1905/cctv6.m3u8?t=1722994551&key=acf5d4c86b48c52e5691091239fe92d6
1905国内电影,https://live3.lalifeier.eu.org/1905/1905a.m3u8?t=1722994551&key=53cc31d2da322550b263b73f36ceca75
1905国外电影,https://live3.lalifeier.eu.org/1905/1905b.m3u8?t=1722994551&key=443a3ba8d258232bc458746896b85b64
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
南京影院频道,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
平泉影院频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
绍兴影院频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
新昌休闲影院,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
万州影视,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州影视,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
河北影视,https://jwplay.hebyun.com.cn:443/live/hbystv/1500k/tzwj_video.m3u8
溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129.m3u8
北京影视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv4_1/index.m3u8?adapt=0&BR=audio
新泰影视,http://111.17.214.4:1935/live/xtys/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/HasBahCa.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/HasBahCa.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
溧水影视,https://live.lsrmw.cn/ysyl/sd/live.m3u8
柳林影视,http://pili-live-hls.212.i2863.com/i2863-212/live_212_316579.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
定州国学影视,https://jwcdnqx.hebyun.com.cn/live/yspd/1500k/tzwj_video.m3u8
新泰影视,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
平泉影视频道,http://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
CGTN Espa?ol,http://livees.cgtn.com/500e/prog_index.m3u8
新昌影视,https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
石首影视,http://p8.vzan.com/slowlive/798787236084269922/live.m3u8
淮安影视,http://live1.habctv.com/ysylsl/playlist.m3u8
上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
永清影视,http://60.10.203.69:8000/4.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
石河子影视,http://124.88.144.73:1935/live/jjsh/playlist.m3u8?
江苏影视,https://cntv.dfkj.live/jstv.php?id=jsys
利辛影视,https://live.fst1994.net/hls/lixinys/index.m3u8
拉萨影视,http://220.182.45.198:20088/tsfile/live/1003_1.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
一号影厅,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
二号影厅,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
三号影厅,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla

港澳频道,#genre#
TVB星河,http://180.137.20.30:8181/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
TVB2翡翠,http://120.84.121.62:808/hls/25/index.m3u8
TVB3明珠,http://120.84.121.62:808/hls/26/index.m3u8
TVBTVB星河,http://119.125.104.10:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&down=1
东森电影台,http://120.84.121.62:808/hls/32/index.m3u8
东森洋片台,http://120.84.121.62:808/hls/33/index.m3u8
动物杂技,http://119.125.104.10:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1
动物杂技,http://180.137.20.30:8181/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://119.125.104.10:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
翡翠台,http://119.125.104.198:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://120.84.121.62:808/hls/81/index.m3u8
凤凰香港,http://180.137.20.30:8181/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://119.125.104.10:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1
凤凰中文,http://120.84.121.62:808/hls/29/index.m3u8
凤凰中文,http://180.137.20.30:8181/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://119.125.104.10:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&down=1
凤凰资讯,http://120.84.121.62:808/hls/28/index.m3u8
凤凰资讯,http://180.137.20.30:8181/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
龙祥电影,http://119.125.104.198:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
龙祥电影,http://120.84.121.62:808/hls/35/index.m3u8
明珠,http://119.125.104.198:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
天映,http://119.125.104.10:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&down=1
天映电影,http://120.84.121.62:808/hls/85/index.m3u8
珠江台,http://180.137.20.30:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
珠江台电信,http://180.137.20.30:8181/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0

影视频道,#genre#
第一剧场,http://113.118.13.150:808/hls/98/index.m3u8
第一剧场,http://180.137.20.30:8181/tsfile/live/1108_1.m3u8?key=txiptv&playlive=1&authid=0
谍战剧场,http://119.125.104.10:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&down=1
动作电影,http://119.125.104.198:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://180.137.20.30:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://113.118.13.150:808/hls/95/index.m3u8
风云剧场,http://180.137.20.30:8181/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://113.118.13.150:808/hls/92/index.m3u8
怀旧剧场,http://180.137.20.30:8181/tsfile/live/1105_1.m3u8?key=txiptv&playlive=1&authid=0
家庭电影,http://119.125.104.198:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://180.137.20.30:8181/tsfile/live/1056_1.m3u8?key=txiptv&playlive=0&authid=0
每日影院,http://119.125.104.198:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
热播剧场,http://119.125.104.198:9901/tsfile/live/1092_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://119.125.104.198:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://180.137.20.30:8181/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
有线电影,http://180.137.20.30:8181/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
珠江电影,http://119.125.104.10:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1
少儿频道,#genre#
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv&playlive=1&authid=0
广东佳嘉卡通,http://180.137.20.30:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://113.118.13.150:808/hls/175/index.m3u8
广东少儿,http://113.86.205.51:8090/hls/111/index.m3u8
广东少儿,http://120.84.121.62:808/hls/120/index.m3u8
广东少儿,http://180.137.20.30:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://119.125.104.10:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&down=1
哈哈炫动,http://180.137.20.30:8181/tsfile/live/1095_1.m3u8?key=txiptv&playlive=1&authid=0
佳嘉卡通,http://113.118.13.150:808/hls/8/index.m3u8
佳嘉卡通,http://119.125.104.10:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1
佳嘉卡通,http://119.125.104.198:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
佳嘉卡通,http://120.84.121.62:808/hls/171/index.m3u8
金鹰卡通,http://113.118.13.150:808/hls/69/index.m3u8
金鹰卡通,http://119.125.104.10:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&down=1
金鹰卡通,http://120.84.121.62:808/hls/123/index.m3u8
金鹰卡通,http://125.93.74.27:9002/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://180.137.20.30:8181/tsfile/live/1093_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动漫,http://120.84.121.62:808/hls/144/index.m3u8
卡酷少儿,http://125.93.74.27:9002/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
少儿动画,http://180.137.20.30:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
深圳少儿,http://113.118.13.150:808/hls/157/index.m3u8
新动漫,http://180.137.20.30:8181/tsfile/live/1063_1.m3u8?key=txiptv&playlive=0&authid=0
省市频道,#genre#
福建公共,http://117.27.190.42:9998/tsfile/live/23285_1.m3u8?key=txiptv&playlive=1&authid=0
福建教育,http://117.27.190.42:9998/tsfile/live/23292_1.m3u8?key=txiptv&playlive=1&authid=0
福建经济,http://117.27.190.42:9998/tsfile/live/23289_1.m3u8?key=txiptv&playlive=1&authid=0
福建旅游,http://117.27.190.42:9998/tsfile/live/23288_1.m3u8?key=txiptv&playlive=1&authid=0
福建文体,http://117.27.190.42:9998/tsfile/live/23291_1.m3u8?key=txiptv&playlive=1&authid=0
福建新闻,http://117.27.190.42:9998/tsfile/live/23286_1.m3u8?key=txiptv&playlive=1&authid=0
福建影视,http://117.27.190.42:9998/tsfile/live/23287_1.m3u8?key=txiptv&playlive=1&authid=0
福建综合,http://117.27.190.42:9998/tsfile/live/23284_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://113.86.205.51:8090/hls/107/index.m3u8
广东公共,http://119.125.104.10:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&down=1
广东公共,http://119.125.104.198:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://120.84.121.62:808/hls/148/index.m3u8
广东公共,http://180.137.20.30:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
广东经济科教,http://113.86.205.51:8090/hls/129/index.m3u8
广东科教电信,http://180.137.20.30:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东岭南戏曲,http://120.84.121.62:808/hls/143/index.m3u8
广东民生,http://113.118.13.150:808/hls/18/index.m3u8
广东南方购物,http://119.125.104.10:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&down=1
广东体育,http://113.118.13.150:808/hls/2/index.m3u8
广东体育,http://113.86.205.51:8090/hls/108/index.m3u8
广东体育,http://119.125.104.10:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1
广东体育,http://119.125.104.198:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://119.125.104.198:9901/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://120.84.121.62:808/hls/22/index.m3u8
广东体育,http://125.93.74.27:9002/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://180.137.20.30:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育广电,http://180.137.20.30:8181/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://113.118.13.150:808/hls/5/index.m3u8
广东新闻,http://113.86.205.51:8090/hls/106/index.m3u8
广东新闻,http://119.125.104.10:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&down=1
广东新闻,http://119.125.104.198:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://120.84.121.62:808/hls/124/index.m3u8
广东新闻,http://125.93.74.27:9002/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://180.137.20.30:8181/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东移动,http://113.118.13.150:808/hls/14/index.m3u8
广东影视,http://113.118.13.150:808/hls/6/index.m3u8
广东影视,http://113.86.205.51:8090/hls/110/index.m3u8
广东影视,http://120.84.121.62:808/hls/142/index.m3u8
广东影视,http://125.93.74.27:9002/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://180.137.20.30:8181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://113.118.13.150:808/hls/83/index.m3u8
广东珠江,http://113.86.205.51:8090/hls/105/index.m3u8
广东珠江,http://119.125.104.10:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1
广东珠江,http://119.125.104.198:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://120.84.121.62:808/hls/122/index.m3u8
广东珠江,http://61.141.202.118:9901/tsfile/live/0125_3.m3u8?key=txiptv&playlive=0&authid=0
广东综艺4k,http://113.118.13.150:808/hls/9/index.m3u8
广西都市,http://180.137.20.30:8181/tsfile/live/1051_1.m3u8?key=txiptv&playlive=0&authid=0
广西科技,http://180.137.20.30:8181/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
广西新闻,http://180.137.20.30:8181/tsfile/live/1052_1.m3u8?key=txiptv&playlive=0&authid=0
广西影视,http://180.137.20.30:8181/tsfile/live/1054_1.m3u8?key=txiptv&playlive=0&authid=0
广西综艺,http://180.137.20.30:8181/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
YouTube,#genre#

YouTube「线路1」,#genre#
公視新聞,https://www.goodiptv.club/youtube/quwqlazU-c8
鏡新聞,https://www.goodiptv.club/youtube/5n0y6b0Q25o
華視新聞,https://www.goodiptv.club/youtube/wM0g8EoUZ_E
中視新聞,https://www.goodiptv.club/youtube/TCnaIE_SAtM
中天新聞,https://www.goodiptv.club/youtube/oIgbl7t0S_w
中天新聞2台,https://www.goodiptv.club/youtube/WPfPjbOLNfE
民視新聞,https://www.goodiptv.club/youtube/ylYJSBUgaMA
三立新聞,https://www.goodiptv.club/youtube/oZdzzvxTfUY
三立新聞2台,https://www.goodiptv.club/youtube/CKjSm5ZeehE
三立12小時新聞,https://www.goodiptv.club/youtube/MzyekdjkblA
東森新聞,https://www.goodiptv.club/youtube/LuQ4S-i5zoE
TVBS 55,https://www.goodiptv.club/youtube/m_dhMSvUCIc
寰宇新聞,https://www.goodiptv.club/youtube/6IquAgfvYmc
寰宇新聞台灣台,https://www.goodiptv.club/youtube/w87VGpgd90U
台視新聞,https://www.goodiptv.club/youtube/xL0ch83RAK8
非凡大探索 台北美食,https://www.goodiptv.club/youtube/rQUP8Ck27gc
非凡大探索 台中美食,https://www.goodiptv.club/youtube/T2udU5Crz4I
非凡大探索 高雄美食,https://www.goodiptv.club/youtube/bOcfle08bWA
MIT 台灣誌,https://www.goodiptv.club/youtube/9d4ggywa01w
大陸尋奇,https://www.goodiptv.club/youtube/fl1iFkAWcVU
亞洲美食頻道,https://www.goodiptv.club/youtube/nUzOmgx3RvM
台灣啟示錄,https://www.goodiptv.club/youtube/0qb7ND0_E6k
中廣流行網,https://www.goodiptv.club/youtube/TsiMLrOSY5U
momo購物一台,https://www.goodiptv.club/youtube/_pZQ1Lk0xMA
momo購物二台,https://www.goodiptv.club/youtube/xbNWkUyxQGM
東森購物CH34,https://www.goodiptv.club/youtube/_Vlzn9qAHD4
東森購物CH46,https://www.goodiptv.club/youtube/Z50JFuNgvB0
東森購物CH47,https://www.goodiptv.club/youtube/ViJ3XiN6Q3M
東森購物CH60,https://www.goodiptv.club/youtube/u0NYyH3ZesE
ViVa TV 美好購物1台,https://www.goodiptv.club/youtube/7IyxOiGMLgw
ViVa TV 美好購物2台,https://www.goodiptv.club/youtube/lEXITHxcagI
東森財經新聞,https://www.goodiptv.club/youtube/WHEPzbFA3hw
東森財經股市,https://www.goodiptv.club/youtube/LbS-xQ67fos
三立 iNEWS,https://www.goodiptv.club/youtube/CKjSm5ZeehE
寰宇財經台,https://www.goodiptv.club/youtube/25SE1bbTv9.m3u8k
非凡商業台,https://www.goodiptv.club/youtube/JTAwlv6pzcQ
全球財經台,https://www.goodiptv.club/youtube/LUzqZHSIqWc
運通財經台,https://www.goodiptv.club/youtube/7_DEvPyHImI
中廣新聞網,https://www.goodiptv.club/youtube/DXCypeML3bQ
94要客訴,https://www.goodiptv.club/youtube/eYQVaXGMrBU
狠狠抖內幕,https://www.goodiptv.club/youtube/live_stream
新聞大白話,https://www.goodiptv.club/youtube/Y491n5FecPE
前進新台灣,https://www.goodiptv.club/youtube/GaQCo4f3Ujs?list=PLd5zGth6CDdWAZYkB6s0j844ywVVTPyFl
國民大會,https://www.goodiptv.club/youtube/ccdrE3P4NIA
新台灣加油,https://www.goodiptv.club/youtube/zZUZZNRbHhU?list=PLd5zGth6CDdUAYUqJy3p5KY1ui79_Mtrt
少康戰情室,https://www.goodiptv.club/youtube/qa7cuB0ub_I
飢餓遊戲,https://www.goodiptv.club/youtube/A98LJq71BZg
天才衝衝衝,https://www.goodiptv.club/youtube/oi-ZcqrFVxU
萬秀豬王,https://www.goodiptv.club/youtube/ADDSmXoPDY8
我愛冰冰 Show,https://www.goodiptv.club/youtube/zf1hVmrf5r8
豬哥會社,https://www.goodiptv.club/youtube/htGDPsz2BYI
東森娛樂頻道,https://www.goodiptv.club/youtube/live_stream
公視,https://www.goodiptv.club/youtube/C6gYqSHLRw4
公視台語台,https://www.goodiptv.club/youtube/6KlRR_DGhmI
公視 TaiwanPlus,https://www.goodiptv.club/youtube/Smy2zVGK9x0
台視主頻,https://www.goodiptv.club/youtube/uDqQo8a7Xmk
中天亞洲,https://www.goodiptv.club/youtube/s2waUruqze4
新唐人亞太台,https://www.goodiptv.club/youtube/WIhgU_mc05A
緯來日本台,https://www.goodiptv.club/youtube/_zKvIMHN2O8
HOP Sports,https://www.goodiptv.club/youtube/JaGd4Yy_xjA
MOMO 親子台,https://www.goodiptv.club/youtube/R3PZkCUJSbQ
YOYO TV,https://www.goodiptv.club/youtube/YOOQXWYym5g
小豬佩奇,https://www.goodiptv.club/youtube/nehQ7AMCBhI
我們這一家,https://www.goodiptv.club/youtube/UK81GCw1KE8
蠟筆小新,https://www.goodiptv.club/youtube/_jP5o1W3eW0
中華一番,https://www.goodiptv.club/youtube/2FJcu6qsM2k
JOJO的奇妙冒險,https://www.goodiptv.club/youtube/pMR3iehJMjk
湯姆貓,https://www.goodiptv.club/youtube/tKz1JGQP_zw
國會頻道1,https://www.goodiptv.club/youtube/4HysYHJ6GkY
國會頻道2,https://www.goodiptv.club/youtube/Lj8OWF6nzcg
立法院會議,https://www.goodiptv.club/youtube/tDg3bJFYLzI
朝野黨團協商,https://www.goodiptv.club/youtube/yUx5lB4mhZk
教育及文化委員會,https://www.goodiptv.club/youtube/Qo9QwuCpV3s
司法及法制委員會,https://www.goodiptv.club/youtube/KUhidt89DVo
交通委員會,https://www.goodiptv.club/youtube/teud7KwyEPw
財政委員會,https://www.goodiptv.club/youtube/Cidl9JoRtGk
經濟委員會,https://www.goodiptv.club/youtube/xfikIGtkQeA
外交及國防委員會,https://www.goodiptv.club/youtube/Af0TFVbxvAQ
內政委員會,https://www.goodiptv.club/youtube/vGX0bMBVa4k
程序委員會,https://www.goodiptv.club/youtube/IvAXtzx5cUI
紀律委員會,https://www.goodiptv.club/youtube/KyHM5yvcLU4
修憲委員會,https://www.goodiptv.club/youtube/1s_XWr7KzVE
社會福利及衛生環境委員會,https://www.goodiptv.club/youtube/DdUWlWZVOi8
經費稽核委員會,https://www.goodiptv.club/youtube/nkejc54RyDU
CCTV 中國央視,https://www.goodiptv.club/youtube/bEZYrBMYNNg
鳳凰衛視,https://www.goodiptv.club/youtube/HFib76ySpbU
鳳凰資訊,https://www.goodiptv.club/youtube/a3WZVssKlAI
大愛一臺,https://www.goodiptv.club/youtube/oV_i3Hsl_zg
大愛二臺,https://www.goodiptv.club/youtube/DTNkEm6jaqQ
大愛海外台,https://www.goodiptv.club/youtube/MIqUplvSRWA
華藏衛視,https://www.goodiptv.club/youtube/ypmrwYeLAaQ
淨空老法師,https://www.goodiptv.club/youtube/LuomVsFAFpg
誠心電視台,https://www.goodiptv.club/youtube/mqf0pi1PTyg
信大電視台,https://www.goodiptv.club/youtube/ciwFpYofb28
海豚電視台,https://www.goodiptv.club/youtube/Na0qOCrZvgw
叫您第一名,https://www.goodiptv.club/youtube/BUIRHO31E98
桐瑛虎尾電視臺,https://www.goodiptv.club/youtube/9pdoqvnssSE
桐瑛台南電視臺,https://www.goodiptv.club/youtube/bJvFSrjiAQA
花樣少年少女,https://www.goodiptv.club/youtube/meLyfePctVQ
終極系列,https://www.goodiptv.club/youtube/Rqgc4mM5A3Y
新兵日記 特戰英雄HD,https://www.goodiptv.club/youtube/hbm8Uov-YOE
藍色水玲瓏,https://www.goodiptv.club/youtube/298QROP4xe0
水雲間,https://www.goodiptv.club/youtube/P_joZpoB444
梅花烙,https://www.goodiptv.club/youtube/jkF7cseHZ5s
華視戲劇頻道,https://www.goodiptv.club/youtube/5_NHwTULasE
神機妙算劉伯溫,https://www.goodiptv.club/youtube/9GZNsvhmPXo
GATV 電影台,https://www.goodiptv.club/youtube/XDrGAVTkJfM
瑯琊榜,https://www.goodiptv.club/youtube/u1uU2AzsD0k
知否知否應是綠肥紅瘦,https://www.goodiptv.club/youtube/hcxLMIfxi0A
三國2010,https://www.goodiptv.club/youtube/Ta_6UmVunh4
神鵰俠侶2014,https://www.goodiptv.club/youtube/Vu_eDZF3PXU
去有風的地方,https://www.goodiptv.club/youtube/be6L9zpVqw4
我和我們在一起,https://www.goodiptv.club/youtube/FdoVTSTSMho
NBC News,https://www.goodiptv.club/youtube/svjXGa-_NBM
Bloomberg,https://www.goodiptv.club/youtube/iyOq8DhaMYw
Fox News,https://www.goodiptv.club/youtube/YDfiTGGPYCk
Sky News,https://www.goodiptv.club/youtube/w9uJg68CV4g
euronews,https://www.goodiptv.club/youtube/pykpO5kQJ98
DW News 德國之聲,https://www.goodiptv.club/youtube/6HodCcEW_oQ
France 24,https://www.goodiptv.club/youtube/tkDUSYHoKxE
ABC News,https://www.goodiptv.club/youtube/gN0PZCe-kwQ
CNBC,https://www.goodiptv.club/youtube/e3BCOSBPLTM
ABC7,https://www.goodiptv.club/youtube/d5YNEoTqMZ4
NHK WORLD JAPAN,https://www.goodiptv.club/youtube/f0lYkdA-Gtw
全日本新聞網 ANN,https://www.goodiptv.club/youtube/coYw-eVU0Ks
朝日電視網,https://www.goodiptv.club/youtube/sTAqx_1Yrww
日本新聞網 TBS,https://www.goodiptv.club/youtube/ohI356mwBp8
半島電視台,https://www.goodiptv.club/youtube/gCNeDWCI0vo
新加坡 CNA,https://www.goodiptv.club/youtube/XWq5kBlakcQ
阿里郞電視台,https://www.goodiptv.club/youtube/CJVBX7KI5nU
韓國 YTN,https://www.goodiptv.club/youtube/FJfwehhzIhw
韓國 KBS,https://www.goodiptv.club/youtube/c7UvgHP90F8
The Epic Story of Earth One Strange Rock S1 FULL EPISODES,https://www.goodiptv.club/youtube/658N652S9Vg
The Truth Behind the US Pentagon Program UFO's Investigating the Unknown S1 FULL EPISODES,https://www.goodiptv.club/youtube/O6Qdxrf-6CM
Kansas 動物園,https://www.goodiptv.club/youtube/BSUnBPvX9K4
熊貓頻道,https://www.goodiptv.club/youtube/YMOYM1YZ97o
非洲動物探索,https://www.goodiptv.club/youtube/DsNtwGJXTTs
海洋探索,https://www.goodiptv.club/youtube/9kMqCUu3_YY
自然生態探索,https://www.goodiptv.club/youtube/g_L1Ay8P244
NASA 美國太空總署,https://www.goodiptv.club/youtube/21X5lGlDOfg
地震監視,https://www.goodiptv.club/youtube/Owke6Quk7T0
東森各地影像,https://www.youtube.com/watch?v=yR7h7xmFVLQ
台東即時影像: 三仙台,https://www.goodiptv.club/youtube/dQ7Sd6PGLdA
台東即時影像: 多良車站1,https://www.goodiptv.club/youtube/UCG1aXVO8H8
台東即時影像: 長虹橋,https://www.goodiptv.club/youtube/JnD8Rk3o0BM
台東即時影像: 加路蘭遊憩區,https://www.goodiptv.club/youtube/AKl3F6cAY2Q
