
看电视,#genre#
狂飙,https://live.metshop.top/yy/1382787686
士兵突击,https://live.metshop.top/yy/1382828766
雍正王朝,https://live.metshop.top/yy/23206872
雍正王朝,https://live.metshop.top/yy/26650882
李卫当官,http://epg.112114.xyz/douyu/7473576

本山小品集,https://live.metshop.top/yy/1382683959

各省春晚,#genre#
央视春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
文艺春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_4782727155_8975589786/merged_1707541629709_46580_197437_205014.m3u8
文艺中国春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3904400863_8972033221/merged_1707576366100_782935_20_9474.m3u8
北京春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2628045633_8974493570/merged_1707580451695_282946_304166_319947.m3u8
上海春晚,https://live.video.weibocdn.com/a19f890e-7830-48eb-bebd-8aab010b2575_index.m3u8

广东春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3484323866_8960570457/merged_1707585485991_675401_20_31291.m3u8
深圳春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_1059149906_8981287739/merged_1707402248322_281099_120_8241.m3u8
天津春晚,https://apd-ugcvlive.apdcdn.tc.qq.com/defaultts.tc.qq.com/AQVH_VFhUdHQscWLqgqLlzfyfItuWb8P8n5HR1GZFaIE/B_JxNyiJmktHRgresXhfyMehMsdFiFEG8eJJo8Zi94NZrUMsVGsrzn1zIPRUcJj0J0/svp_50135/pF3xNmJlOFo-agRg8_lH-aP2hXofEfdjsnhJDCAKNBxfYDrY2rd8Tb9qa1rnqaxA1IefRD2GZxaDMmYL-SaPRBVwmZ0EWKuhGAAwX9vmKO0136VY0E26zw8XGSQmkyez-eMb8X0mEi8GDZAepU6TCCA2rwKfKZ4QJcBM_ZZkFCcirW9XdWE_Zh-GrCL5LJ9qnJhRFCgEgBPxm-1O8ojfbtvvJ3bJIRKN/gzc_1000131_0b53zmbagaacomaixyofmrs5ls6dapiqea2a.f341003.ts.m3u8?ver=4
江苏春晚,https://cw2024-replay.jstv.com/recordings/z1.cw2024.PGM_6000K_1080P/1707564807_1707576420.m3u8
陕西春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_273017592_8984207694/merged_1707576906552_928771_21_23920.m3u8
河南杂技春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2908997590_8981514174/merged_1707576666262_310189_20_12052.m3u8
辽宁春晚,https://valipl.cp31.ott.cibntv.net/677404224594A72106F3A3919/030006000065C7245277ABBBAC93E94E968F56-7DF1-4DF2-AB07-C25E88B9CED1-12-679380930.m3u8?ccode=0502&duration=7588&expire=18000&psid=d265f34985cc6468a2cb615edff634f841346&ups_client_netip=710dfae4&ups_ts=1707853945&ups_userid=&utid=4cIIHp7jyxsCAatrwyEAepkH&vid=XNjM1NDgxNjYxMg%3D%3D&vkey=B299d481c120c0974a597cd5b161a3107&s=dbdba2830ab744a891fe&eo=0&t=5890f5952a5957d&cug=1&fms=ef9d0c8d858834c3&tr=7588&le=e98889fc22256cfd7535a04de3d7ff4a&ckt=5&m_onoff=0&rid=20000000C5536B65766DADB6F84179C461862B9102000000&type=mp4hdv3&bc=2&dre=u37&si=73&dst=1&sm=1&operate_type=1&hotvt=1&app_key=24679788&app_ver=9.4.60
云南春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3513586197_8986541184/merged_1707572046053_317902_20_5661.m3u8
吉林春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2793773787_8970189176/merged_1707057065894_309759_100_6556.m3u8
海南春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2267656144_8976051108/merged_1707580688187_658915_81072_94311.m3u8
山东春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3133221326_8975159134/merged_1707321427885_3579_102083_117223.m3u8
湖北春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2435481218_8982680172/merged_1707577506416_278154_20_12521.m3u8
甘肃春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_2739046280_8980517688/merged_1707401406221_69555_11978_20987.m3u8
福建春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_773933947_8977490177/merged_1707395346161_74642_1380_4848.m3u8


历年春晚,#genre#
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
