新聞,#genre#
ABC News,https://www.youtube.com/watch?v=w_Ma8oQLmSM
Relaxing Fire Sound,https://www.youtube.com/watch?v=ZyGQMysy6sg
Lofi Girl,https://www.youtube.com/watch?v=4xDzrJKXOOY
Relaxing Jazz BGM,https://www.youtube.com/watch?v=RBWmdkySmFE
Tibetan Meditation Music,https://www.youtube.com/watch?v=JxkrWxGtqJE
Cafe Music BGM channel,https://www.youtube.com/watch?v=Dx5qFachd3A
Dream Relax Música,https://www.youtube.com/watch?v=-17_M3ED4p4
Joy Music - Jazz Taiwan,https://www.youtube.com/watch?v=qN8hPh8Bad8
Soothing Relaxation,https://www.youtube.com/watch?v=-5ajVJ1Yxlg
Cafe Music BGM channel,https://www.youtube.com/watch?v=6uddGul0oAc
RELAXATION (LoFi & CHILL),https://www.youtube.com/watch?v=5e4HgmwQuxc
Matthew Chávez,https://www.youtube.com/watch?v=86XzuPmMriw
Soothing Relaxation,https://www.youtube.com/watch?v=2OM7adQl-YQ
Big Mouth - 纯音乐,https://www.youtube.com/watch?v=4fP5TORlMzc
Cozy Jazz Music,https://www.youtube.com/watch?v=CpAUJqJWgL0
少兒,#genre#
Peppa Pig Deutsch - Offizieller Kanal,https://www.youtube.com/watch?v=K1l0rbRdEdQ
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=UK81GCw1KE8
Disney Junior,https://www.youtube.com/watch?v=Dkkp4KfdGPY
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=2FJcu6qsM2k
Disney Junior,https://www.youtube.com/watch?v=OjlaUkllTss
Hop Hop the Owl,https://www.youtube.com/watch?v=5dyhuNPbxkM
PBS KIDS,https://www.youtube.com/watch?v=E3NOvf9WNAQ
Disney XD,https://www.youtube.com/watch?v=Fjp2TdlTTIU
The Amazing World of Gumball,https://www.youtube.com/watch?v=cOLQACygN5A
Jungle Beat,https://www.youtube.com/watch?v=a5xRHBc289c
Disney Channel,https://www.youtube.com/watch?v=WFDbJY0eBGI
Doggyland - Kids Songs & Nursery Rhymes,https://www.youtube.com/watch?v=carDz_prVpU
Disney Junior,https://www.youtube.com/watch?v=0L6EvgWotfI
Disney Junior,https://www.youtube.com/watch?v=DulkvDhBx08
Hasbro,https://www.youtube.com/watch?v=TZ3mxF4U__k
Disney Junior,https://www.youtube.com/watch?v=UmdMTatmQTQ
娛樂,#genre#
Mellowbeat Seeker,https://www.youtube.com/watch?v=IUT1qAhMY4w
N&T Party,https://www.youtube.com/watch?v=qWf-FPFmVw0
RazNitzanMusic,https://www.youtube.com/watch?v=WYetg3AuLE4
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=9UMxZofMNbA
BGM channel,https://www.youtube.com/watch?v=fEvM-OUbaKs
RazNitzanMusic,https://www.youtube.com/watch?v=DPXQG8S9Xwc
Cafe Music BGM channel,https://www.youtube.com/watch?v=Dx5qFachd3A
Cafe Music BGM channel,https://www.youtube.com/watch?v=SORD03t7nlo
Future House Radio,https://www.youtube.com/watch?v=GDQnA1LVCWA
NAGASWARA RADIOTEMEN,https://www.youtube.com/watch?v=Is03gZsBeq0
Cafe Music BGM channel,https://www.youtube.com/watch?v=6uddGul0oAc
N&T Party,https://www.youtube.com/watch?v=I9Kn7uYT9Vs
Nemo's Dreamscapes,https://www.youtube.com/watch?v=nR-Zen2s2Qw
DATA LIVE,https://www.youtube.com/watch?v=3dVI1qu_8BI
Radio Hits Music,https://www.youtube.com/watch?v=HQtFR3mhzOY
Relaxation Ambient Music,https://www.youtube.com/watch?v=E5WpblyBR38
中国乐器 - Traditional Chinese Music ,https://www.youtube.com/watch?v=dB2KZBsEBwM
TOKYO TONES,https://www.youtube.com/watch?v=Lcdi9O2XB4E
Peaceful Relaxation 4K,https://www.youtube.com/watch?v=7ZO1r1-QgTE
Love YourSelf,https://www.youtube.com/watch?v=jKUAGpoFdjA
I Love You Venice,https://www.youtube.com/watch?v=2gO1v2GPMFk
Explore Zen Den,https://www.youtube.com/watch?v=a0i1Kg6fROg
Relaxation Ambient Music,https://www.youtube.com/watch?v=tNkZsRW7h2c
Love YourSelf,https://www.youtube.com/watch?v=xdckqJD4Bhk
Lofi Girl,https://www.youtube.com/watch?v=jfKfPfyJRdk
Best of Mix,https://www.youtube.com/watch?v=C9qudJOsgnE
Sleepy Dogs,https://www.youtube.com/watch?v=BZcu8MK_jfo
Soothing Relaxation,https://www.youtube.com/watch?v=2OM7adQl-YQ
OCB Relax Music,https://www.youtube.com/watch?v=l6J0ylYTO4s
BGM channel,https://www.youtube.com/watch?v=gzxFyqJfUeo
Sleepy Cats,https://www.youtube.com/watch?v=OWTh2nbOYLk
Monstercat Silk,https://www.youtube.com/watch?v=WsDyRAPFBC8
Anjunadeep,https://www.youtube.com/watch?v=D4MdHQOILdw
Quiet Relaxation Music,https://www.youtube.com/watch?v=QcBT3PG1kE8
Soft Calm Music,https://www.youtube.com/watch?v=tJ_ODGkvyEE
Lofi Girl,https://www.youtube.com/watch?v=rUxyKA_-grg
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8
THE K-POP2,https://www.youtube.com/watch?v=jCg2DzrukDo
마인드피아노 MIND PIANO,https://www.youtube.com/watch?v=togqZ2E6g1k
ALL THE K-POP,https://www.youtube.com/watch?v=G3NX_hzCuFM
Safari Wonders 4K,https://www.youtube.com/watch?v=b3gyeQf1S_M
Relaxing Nature In 4K,https://www.youtube.com/watch?v=N7oOyWgPYwM
JTBC Entertainment,https://www.youtube.com/watch?v=CSdm4ebdcCE
JTBC Entertainment,https://www.youtube.com/watch?v=CSdm4ebdcCE
Arirang Radio K-Pop,https://www.youtube.com/watch?v=P1fX2GGdVS0
Arirang TV,https://www.youtube.com/watch?v=CJVBX7KI5nU


英語學習,#genre#
ABC Learning English,https://www.youtube.com/watch?v=vuTY4FDAbpA
ABC Learning English,https://www.youtube.com/watch?v=F8gbJUXaeo0
ABC Learning English,https://www.youtube.com/watch?v=0_A9J3q3SrE
ABC Learning English,https://www.youtube.com/watch?v=06bk6jovtUU
ABC Learning English,https://www.youtube.com/watch?v=OXmnrfj2ERc
ABC Learning English,https://www.youtube.com/watch?v=jsDtKdLupQ8
English Speeches,https://www.youtube.com/watch?v=k_2FA6vyOgM
ABC Learning English,https://www.youtube.com/watch?v=eR_F3PIbFsE
English Jade · Learn English with engVid,https://www.youtube.com/watch?v=SCWeBq8SyQQ
English Practice Makes Perfect 英語熟能生巧,https://www.youtube.com/watch?v=kyHIJ3Ij9SU
Learn English with EnglishClass101.com,https://www.youtube.com/watch?v=wpCs-6xU578
Adam’s English Lessons · engVid,https://www.youtube.com/watch?v=9TIXPeyUR7c
Learn Swedish with SwedishPod101.com,https://www.youtube.com/watch?v=O3jGMfjFE0I
Learn English with Gill · engVid,https://www.youtube.com/watch?v=5boNKBoDlf0
English Tutor Class,https://www.youtube.com/watch?v=YjNtA58Sw-I
English Speeches,https://www.youtube.com/watch?v=Qeg-4kS9Hbo
English Speeches,https://www.youtube.com/watch?v=OSXxqH9j8NY
街景,#genre#
I Love You Venice,https://www.youtube.com/watch?v=HpZAez2oYsA
Techandtrains101,https://www.youtube.com/watch?v=2g-0sA13Sp8
Rotterdam Make It Happen Live.,https://www.youtube.com/watch?v=gsViKzj7nuQ
NASA,https://www.youtube.com/watch?v=21X5lGlDOfg
See Jackson Hole,https://www.youtube.com/watch?v=1EiC9bvVGnk
Information Zulu,https://www.youtube.com/watch?v=t0GrpAgdBFI
淡路ザル,https://www.youtube.com/watch?v=lsxYH2XQQCg
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=36YnV9STBqc
Umbria Webcam,https://www.youtube.com/watch?v=50kkmEoTMcY
NASA,https://www.youtube.com/watch?v=nA9UZF-SZoQ
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=z_fY1pj1VBw
I Love You Venice,https://www.youtube.com/watch?v=rVyP35EHCzY
Umbria Webcam,https://www.youtube.com/watch?v=PfBPe5Jfzxo
DELTATECH Calgary,https://www.youtube.com/watch?v=xsRDTfuksyI
I Love You Venice,https://www.youtube.com/watch?v=K_Vg94nBiaY
Joensuu live,https://www.youtube.com/watch?v=yA4aFD0AjDs
阿里山國家風景區管理處,https://www.youtube.com/watch?v=dY2cRNr5Buw
AE Signage,https://www.youtube.com/watch?v=4qyZLflp-sI
Paesaggi Digitali,https://www.youtube.com/watch?v=QpqsJKI0Wfk
Amazing Taitung 台東就醬玩,https://www.youtube.com/watch?v=UCG1aXVO8H8
See Transylvania,https://www.youtube.com/watch?v=G05wmWFDtSo
Lillestrøm kommune,https://www.youtube.com/watch?v=XGgnP29GFhw
I Love You Venice,https://www.youtube.com/watch?v=ph1vpnYIxJk
Port of Helsinki,https://www.youtube.com/watch?v=CvOB-Is_yYU
I Love You Venice,https://www.youtube.com/watch?v=JqUREqYduHw
Tokyo Skyline,https://www.youtube.com/watch?v=8i9ltzhq80s
NASASpaceflight,https://www.youtube.com/watch?v=mhJRzQsLZGg
高雄旅遊網,https://www.youtube.com/watch?v=C03Itx8iSC0
Virtual Railfan,https://www.youtube.com/watch?v=BahXDYWQAKk
KawazuLiveCam,https://www.youtube.com/watch?v=Xn7YQxxC5R0
歌舞伎町 ライブ ちゃんねる『 Kabukicho Live Channel 』,https://www.youtube.com/watch?v=DjdUEyjx8GM
MARUNUMA,https://www.youtube.com/watch?v=DSEesr7uFh8
NamibiaCam,https://www.youtube.com/watch?v=ydYDqZQpim8
Daily Seoul Live Camera - Hangang,https://www.youtube.com/watch?v=-JhoMGoAfFc
樂遊金門,https://www.youtube.com/watch?v=uh_yNAE01w8
新北旅客 New Taipei Tour,https://www.youtube.com/watch?v=xwAWSh35uuw
東部海岸國家風景管理處,https://www.youtube.com/watch?v=wTHhv7M0vCI
阿里山國家風景區管理處,https://www.youtube.com/watch?v=j2L_559nCjc
Önkormányzat EGER,https://www.youtube.com/watch?v=IELAhyaUKVk
歌舞伎町 ライブ ちゃんねる 2『 Kabukicho Live Channel II 』,https://www.youtube.com/watch?v=gFRtAAmiFbE
neoguru,https://www.youtube.com/watch?v=czV_hXEMk8M
桃園智慧旅遊雲 Taoyuan Travel,https://www.youtube.com/watch?v=tD_a03trUvE
Amazing Taitung 台東就醬玩,https://www.youtube.com/watch?v=q3KJt-SZc2s
宗教法人 浅草寺 公式チャンネル (Sensoji Temple),https://www.youtube.com/watch?v=nOk4cd0kkp8
JAPAN 4K,https://www.youtube.com/watch?v=cH7VBI4QQzA
Japan Walk,https://www.youtube.com/watch?v=gC4dJGHWwDU
STV札幌テレビ放送 公式,https://www.youtube.com/watch?v=bQMP7-GzdIQ
Cal Falcons,https://www.youtube.com/watch?v=7nvCVS2TRRk
Melbourne Luxury Accommodation,https://www.youtube.com/watch?v=l_8DrACHpwY
ABC13 Houston,https://www.youtube.com/watch?v=fix2LD9onS0
TeNY新潟一番ニュース,https://www.youtube.com/watch?v=IQms8zArI7w
Sydney Live Camera,https://www.youtube.com/watch?v=sWWCy2WCjRA
FourSeasons BuenosAires,https://www.youtube.com/watch?v=if91GyWP3zQ
See Transylvania,https://www.youtube.com/watch?v=8hgQsI1CfsY
Sydney Live Camera,https://www.youtube.com/watch?v=KPrrWB1eo1I
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=Ndo_8RuefH4
Our Planet 4K,https://www.youtube.com/watch?v=h-mRJ7XwOKQ
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=fP4ecxfsJos
Explore Africa,https://www.youtube.com/watch?v=DsNtwGJXTTs
Mittarfeqarfiit,https://www.youtube.com/watch?v=IZhDwv4dz0g
LIVE Trains,https://www.youtube.com/watch?v=gpSR9c0p6lI
Tim Janis,https://www.youtube.com/watch?v=dXIyMS61B68
City of Coldwater MI,https://www.youtube.com/watch?v=ByED80IKdIU
Amsterdam Live,https://www.youtube.com/watch?v=PyNuRpZOtAY
Love YourSelf,https://www.youtube.com/watch?v=qpk2F4gI0Ys
Explore Live Nature Cams,https://www.youtube.com/watch?v=g_L1Ay8P244
NASASpaceflight,https://www.youtube.com/watch?v=cOmmvhDQ2HM
Bouwwebcam - live stream & timelapse video,https://www.youtube.com/watch?v=1phWWCgzXgM
Salt Lake Sunset,https://www.youtube.com/watch?v=ymaZB3c3DT4
PTZtv,https://www.youtube.com/watch?v=WBvHHNXXeqw
Explore Birds Bats Bees,https://www.youtube.com/watch?v=IVmL3diwJuw
Scenari Digitali,https://www.youtube.com/watch?v=V8bAmLhlHQ4
PeaceBridgeAuthority,https://www.youtube.com/watch?v=dvmRgN1FMK0
Alpengasthof Tannenalm,https://www.youtube.com/watch?v=qwjt-gnItvg
inosak,https://www.youtube.com/watch?v=7agE233fpM4
12K Scenic Relaxation,https://www.youtube.com/watch?v=vQP8AwAFzI8
DELTATECH Calgary,https://www.youtube.com/watch?v=MwcqP3ta6RI
12K Scenic Relaxation,https://www.youtube.com/watch?v=1cQoYBb0Xow
12K Scenic Relaxation,https://www.youtube.com/watch?v=Rse-E5tARaY
Relaxation Film,https://www.youtube.com/watch?v=1lfZqksTVOU
FOBBV CAM,https://www.youtube.com/watch?v=B4-L2nfGcuE
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=uvwfYzwY8tg
Open Heart Music - Helios 4K,https://www.youtube.com/watch?v=TAhHaHsDTkk
Explore Africa,https://www.youtube.com/watch?v=pZZst4BOpVI
SlowTV,https://www.youtube.com/watch?v=gvxM3fr1tWc
City of Hollywood,https://www.youtube.com/watch?v=cmkAbDUEoyA
Live from Iceland,https://www.youtube.com/watch?v=Flb8X7QQQKI
PARIS TV,https://www.youtube.com/watch?v=PnjX0u6B1yA
HANS NATUURKANAAL,https://www.youtube.com/watch?v=D1VM6V6wmU0
Bottercourant,https://www.youtube.com/watch?v=UWZNkLXKDpo
大玩台中-臺中觀光旅遊局,https://www.youtube.com/watch?v=lhXXhDyjFtI
澳門特別行政區政府市政署IAM,https://www.youtube.com/watch?v=ctYalRx7kY4
NASASpaceflight,https://www.youtube.com/watch?v=Jm8wRjD3xVA
JDQ-地震情報,https://www.youtube.com/watch?v=HXGANE2pRrA
廣告,#genre#
momo購物一台 CH48,https://www.youtube.com/watch?v=_pZQ1Lk0xMA
momo購物二台 CH35,https://www.youtube.com/watch?v=xbNWkUyxQGM
Live東森購物台,https://www.youtube.com/watch?v=ViJ3XiN6Q3M
Live東森購物台,https://www.youtube.com/watch?v=Z50JFuNgvB0
Live東森購物台,https://www.youtube.com/watch?v=u0NYyH3ZesE
Live東森購物台,https://www.youtube.com/watch?v=_Vlzn9qAHD4
HSNtv,https://www.youtube.com/watch?v=1ph8qQnjXts
QVCtv,https://www.youtube.com/watch?v=UqFzfqlb60g
QVCtv,https://www.youtube.com/watch?v=Qt2c93O1p_c
QVCtv,https://www.youtube.com/watch?v=_v_wMS-uACE
HSNtv,https://www.youtube.com/watch?v=q-BvtDrTnxc
STEEZYASFUCK,https://www.youtube.com/watch?v=lP26UCnoH9s
CHANNEL21online,https://www.youtube.com/watch?v=0Vz3bK6K0f4

